epoch,train_heatmaps,train_vector_3d,train_total,val_heatmaps,val_vector_3d,val_total
1,0.9861869504451752,0.1950345339179039,1.1812214813232422,0.988445029258728,0.18679523289203645,1.1752402639389041
2,0.9861918270587922,0.18630262064933775,1.172494449138641,0.9882440996170044,0.1856640139222145,1.1739081168174743
3,0.9861997437477112,0.1846746165752411,1.170874361038208,0.9884125089645386,0.1835075479745865,1.1719200587272645
4,0.9861679570674896,0.17957178205251695,1.1657397394180298,0.9882761132717132,0.1702446684241295,1.1585207867622376
5,0.9860447032451628,0.14628705096244812,1.1323317527770995,0.988174879550934,0.1295504543185234,1.117725341320038
6,0.9859832282066344,0.11666810029745102,1.1026513276100158,0.9882508039474488,0.11972874850034712,1.107979555130005
7,0.9855947105884552,0.09753465256094933,1.083129364967346,0.9874866461753844,0.0910954524576664,1.0785820937156678
8,0.980248717069626,0.08435338282585145,1.0646020979881288,0.9663721942901612,0.08341525495052338,1.0497874426841736
9,0.9383233051300048,0.07626501752436161,1.014588321685791,0.9124807953834534,0.07359240084886551,0.9860731947422028
10,0.8930643260478973,0.07133368943631649,0.9643980162143708,0.8918472564220429,0.06890605174005032,0.9607533073425292
11,0.8830906643867492,0.0660541845113039,0.949144849061966,0.885769989490509,0.06356397926807404,0.9493339681625366
12,0.8772881755828857,0.06277341581881046,0.940061592578888,0.8766920220851898,0.0626800648123026,0.9393720841407776
13,0.8643033125400543,0.05999873913824559,0.9243020510673524,0.8611325371265411,0.05736081838607787,0.918493355512619
14,0.8414501419067383,0.05569364738464355,0.8971437890529632,0.8368405103683472,0.054362680688500406,0.891203191280365
15,0.810694207906723,0.05465358570218086,0.8653477959632874,0.8056260550022125,0.05374617725610733,0.8593722343444824
16,0.7799005053043365,0.0555370811522007,0.8354375879764557,0.7699679803848266,0.05424435436725617,0.8242123317718506
17,0.7280360486507416,0.056163570433855066,0.7841996192932129,0.7182385802268982,0.05279509723186493,0.7710336840152741
18,0.6888225960731507,0.05304754674434662,0.7418701417446136,0.6996039927005768,0.052590533569455145,0.7521945297718048
19,0.6650664546489715,0.05114715522527695,0.7162136111259461,0.6617096960544586,0.048941566571593285,0.7106512618064881
20,0.6399820175170898,0.0484349285364151,0.6884169442653656,0.6577072548866272,0.04601161114871502,0.7037188625335693
21,0.6277612471580505,0.04669120979309082,0.6744524552822113,0.6341350769996643,0.04492629326879978,0.6790613675117493
22,0.615473806142807,0.04493666087090969,0.6604104669094085,0.6195704352855682,0.043895417973399166,0.6634658551216126
23,0.6030436413288116,0.04401556880772114,0.6470592093467712,0.6093392622470856,0.04193431615829468,0.6512735772132874
24,0.5909146237373352,0.04282032860815525,0.6337349536418915,0.59915323138237,0.04110508654266596,0.6402583181858063
25,0.580813042640686,0.04115733452886343,0.6219703774452211,0.5983086860179901,0.038600120656192304,0.6369088065624237
26,0.5732007884979248,0.03990309572964907,0.6131038820743561,0.5809346497058868,0.03906089670956135,0.6199955523014069
27,0.5654648189544678,0.03905810241401195,0.6045229218006134,0.5948993909358978,0.038430135920643815,0.6333295273780822
28,0.557834498167038,0.03841439516842365,0.5962488939762115,0.5795104157924652,0.037589649558067324,0.6171000671386718
29,0.550035906791687,0.03732086606323719,0.5873567724227905,0.5612988018989563,0.03660437934100628,0.5979031813144684
30,0.5423351347446441,0.036746506735682485,0.5790816417932511,0.5640113270282745,0.035492945685982706,0.5995042717456818
31,0.5379502897262574,0.03633749019354582,0.5742877786159515,0.5599874091148377,0.03628844276070595,0.5962758529186248
32,0.5305834131240845,0.0355841946080327,0.5661676086187363,0.5501651906967163,0.03469193149358034,0.5848571228981018
33,0.5231090776920319,0.03540576580166817,0.5585148454904556,0.5356235218048095,0.033992182649672034,0.5696157062053679
34,0.5199126877784729,0.03427937401086092,0.5541920635700226,0.5356448709964752,0.03369516383856535,0.5693400347232819
35,0.5176075034141541,0.034843678392469886,0.5524511828422546,0.5299708104133606,0.03331388846039772,0.5632846975326538
36,0.5095373885631561,0.03407326713204384,0.5436106580495834,0.5246585166454315,0.03294438809156418,0.5576029026508331
37,0.5056493787765503,0.03359007787704468,0.5392394564151763,0.5145108616352081,0.03198461934924126,0.5464954817295075
38,0.5011704807281494,0.03324194614589214,0.5344124263525011,0.5160960948467255,0.03182243105024099,0.5479185283184052
39,0.4941006639003754,0.03284457702189684,0.5269452401399612,0.5181666469573974,0.03248296517878771,0.5506496125459671
40,0.4913490147590637,0.03273568441718817,0.5240847001075745,0.5111004793643952,0.03220690093934536,0.5433073824644089
41,0.489099764585495,0.03229001824557781,0.5213897823095321,0.5066358959674835,0.031460719332098964,0.5380966156721115
42,0.4836222395896912,0.03169336491078138,0.5153156048059464,0.5023353981971741,0.032778215035796164,0.5351136112213135
43,0.47999960803985603,0.03126116665452719,0.5112607760429382,0.4890698301792145,0.0302494415268302,0.5193192654848099
44,0.4772937026023865,0.031365286223590375,0.5086589888334274,0.4928165030479431,0.030082692801952363,0.5228991913795471
45,0.4725118072032928,0.030947686903178694,0.5034594937562943,0.4881403028964996,0.03191609941422939,0.5200564074516296
46,0.4713774135112762,0.030764955140650276,0.5021423677206039,0.4858891820907593,0.031301776655018335,0.5171909600496292
47,0.4673198270797729,0.030601926140487193,0.4979217525720596,0.4927084147930145,0.030055408366024494,0.522763819694519
48,0.4659704504013061,0.0301885504424572,0.4961590002775193,0.4761948215961456,0.02913022425025702,0.505325043797493
49,0.4576063387393952,0.029836036667227745,0.4874423762559891,0.4840865349769593,0.0302143731713295,0.5143009114265442
50,0.4552942450046539,0.02953497391194105,0.4848292192220688,0.4655598211288452,0.029874600321054462,0.4954344213008881
51,0.4518051524162293,0.029354899033904074,0.4811600506305694,0.4687385284900665,0.029220208972692487,0.4979587370157242
52,0.4503859305381775,0.029046040914952755,0.4794319704771042,0.4599473083019257,0.028402773663401607,0.488350082039833
53,0.4489439132213592,0.02911456398665905,0.4780584779977798,0.4592883241176605,0.02843195211142302,0.4877202755212784
54,0.4453249754905701,0.028616415679454808,0.4739413912296295,0.4604799652099609,0.028465650752186777,0.4889456140995026
55,0.4405607230663299,0.028598901316523557,0.4691596240997314,0.4660709810256958,0.029106369689106938,0.495177350640297
56,0.4383908381462097,0.028536831408739086,0.4669276692867279,0.4510841310024262,0.0278311163187027,0.4789152467250824
57,0.4376744468212128,0.028324591197073458,0.4659990379810333,0.460032993555069,0.02763910267502069,0.48767209649086
58,0.4349516358375549,0.02775170869380236,0.4627033444643021,0.4514671301841736,0.02716492086648941,0.4786320543289185
59,0.4323402745723725,0.027883119344711303,0.4602233941555024,0.4430190801620483,0.02691708520054817,0.4699361646175385
60,0.42889535999298095,0.027380868501961232,0.4562762277126312,0.4475842201709747,0.028575201854109764,0.47615942299366
61,0.4280778596401215,0.027827013887465,0.4559048733711243,0.4415659499168396,0.02753235824406147,0.4690983074903488
62,0.42219769763946535,0.02682633352279663,0.4490240302085877,0.435349258184433,0.02699554655700922,0.462344805598259
