epoch,train_heatmaps,train_vector_3d,train_total,val_heatmaps,val_vector_3d,val_total
1,0.5082597682476043,0.084052320510149,0.5923120883703232,0.2992287731170654,0.02959235601127148,0.32882112920284273
2,0.4455145711898804,0.06042426151037216,0.5059388315677643,0.2932647788524628,0.02819876059889793,0.3214635419845581
3,0.4172771813869477,0.051383804112672814,0.4686609855890274,0.2925988256931305,0.027455570846796038,0.3200543957948685
4,0.4018962159156799,0.04604302892833948,0.44793924474716185,0.2892498362064362,0.02590241264551878,0.3151522493362427
5,0.38990092325210574,0.04215828934311867,0.4320592125654221,0.29227051734924314,0.025827331431210042,0.31809784770011895
6,0.3790364453792572,0.03914647544920445,0.4181829214096069,0.2827312695980072,0.023761552982032298,0.30649282276630396
7,0.3714455802440643,0.037086213476955884,0.4085317943096161,0.2862550091743469,0.022880510948598384,0.3091355210542679
8,0.3662908568382263,0.035981727458536616,0.40227258431911467,0.28242058634757994,0.02316446270793676,0.3055850481987
9,0.35929405522346497,0.03388701429963112,0.3931810702085495,0.28562041878700256,0.02230100087821484,0.30792141795158384
10,0.35715966510772706,0.033365645930171016,0.390525310754776,0.2826430940628052,0.022113501466810702,0.30475659549236306
11,0.3534680535793304,0.032835969209671016,0.3863040224313736,0.28351449728012085,0.022751861661672597,0.3062663578987121
12,0.3485594019889832,0.031527446471154685,0.3800868480205536,0.28135422587394715,0.022499156966805458,0.3038533824682236
13,0.34747409224510195,0.030907848805189125,0.3783819420337677,0.2790039300918579,0.02123896092176437,0.3002428913116455
14,0.3442695145606995,0.031014664076268676,0.3752841782569885,0.27855571985244754,0.021407431289553643,0.2999631494283676
15,0.3401908905506134,0.02982349997758865,0.3700143911838532,0.27912922859191897,0.021662099808454512,0.3007913291454315
16,0.3412102384567261,0.029459004424512387,0.3706692434549332,0.2745360374450684,0.021114361323416236,0.2956503999233246
17,0.3379125962257385,0.02907996419072151,0.3669925593137741,0.2786663556098938,0.020304271001368758,0.2989706254005432
18,0.33369634795188896,0.028072323366999625,0.3617686721086502,0.2821904575824737,0.021656234711408616,0.30384669184684754
19,0.3340861568450928,0.028690819434821605,0.3627769763469696,0.2794034826755524,0.020500719547271732,0.2999042022228241
20,0.3293742196559906,0.027454337492585183,0.35682855772972105,0.2773552477359772,0.021003393679857253,0.2983586412668228
21,0.32984627556800844,0.0275060888081789,0.35735236418247224,0.2748321688175201,0.02104957539588213,0.29588174492120745
22,0.3293089327812195,0.027171417132019995,0.3564803498983383,0.2766927027702332,0.01930807139724493,0.2960007730126381
23,0.3268881080150604,0.02691601933166385,0.3538041279315948,0.2732477176189423,0.019727786052972082,0.29297550201416017
24,0.3258528175354004,0.02616822413355112,0.35202104222774505,0.2713694036006927,0.01949917111545801,0.29086857378482817
25,0.3250595283508301,0.026634081773459908,0.35169361078739164,0.2714669668674469,0.01951212737709284,0.2909790945053101
26,0.32132776761054993,0.02604005359113216,0.347367821097374,0.26981613636016843,0.019239457324147224,0.2890555948019028
