epoch,train_total,train_heatmaps,val_total,val_heatmaps
1,0.50028360414505,0.50028360414505,0.4875855731964112,0.4875855731964112
2,0.4006742951869965,0.4006742951869965,0.4540373980998993,0.4540373980998993
3,0.3655987350940704,0.3655987350940704,0.4270087122917176,0.4270087122917176
4,0.3411981279850006,0.3411981279850006,0.40696930766105655,0.40696930766105655
5,0.3279971868991852,0.3279971868991852,0.4050680136680603,0.4050680136680603
6,0.3137298667430878,0.3137298667430878,0.3911488771438599,0.3911488771438599
7,0.3034895856380463,0.3034895856380463,0.39460052967071535,0.39460052967071535
8,0.29488431000709536,0.29488431000709536,0.3792885434627533,0.3792885434627533
9,0.2872847502231598,0.2872847502231598,0.3793134307861328,0.3793134307861328
10,0.2798493428230286,0.2798493428230286,0.3697084498405456,0.3697084498405456
11,0.27634019660949705,0.27634019660949705,0.3648872458934784,0.3648872458934784
12,0.2688484916687012,0.2688484916687012,0.3635774302482605,0.3635774302482605
13,0.2659636740684509,0.2659636740684509,0.36302743554115297,0.36302743554115297
14,0.2603210799694061,0.2603210799694061,0.3675347685813904,0.3675347685813904
15,0.2581283271312714,0.2581283271312714,0.3546153140068054,0.3546153140068054
16,0.25262327218055725,0.25262327218055725,0.35797816038131713,0.35797816038131713
17,0.2498635039329529,0.2498635039329529,0.3532921111583709,0.3532921111583709
18,0.2505536527633667,0.2505536527633667,0.34736035466194154,0.34736035466194154
19,0.2467809870243073,0.2467809870243073,0.3497849655151367,0.3497849655151367
20,0.24309393978118896,0.24309393978118896,0.3531750559806824,0.3531750559806824
21,0.24136642479896545,0.24136642479896545,0.34602715492248537,0.34602715492248537
22,0.2394426789283753,0.2394426789283753,0.3491857671737671,0.3491857671737671
23,0.2351738774776459,0.2351738774776459,0.34236629486083986,0.34236629486083986
24,0.23365981578826905,0.23365981578826905,0.33618757605552674,0.33618757605552674
25,0.2340204133987427,0.2340204133987427,0.3539188301563263,0.3539188301563263
26,0.2308681809902191,0.2308681809902191,0.3421009469032288,0.3421009469032288
27,0.2311706721782684,0.2311706721782684,0.3341480815410614,0.3341480815410614
28,0.22807754778862,0.22807754778862,0.3402528393268585,0.3402528393268585
29,0.22808193039894106,0.22808193039894106,0.34800798654556275,0.34800798654556275
30,0.22504502987861635,0.22504502987861635,0.3368781340122223,0.3368781340122223
31,0.22328730082511905,0.22328730082511905,0.3298117625713348,0.3298117625713348
32,0.22376918601989745,0.22376918601989745,0.33253408074378965,0.33253408074378965
33,0.22102515029907227,0.22102515029907227,0.33111198544502257,0.33111198544502257
34,0.22002191519737244,0.22002191519737244,0.3226564311981201,0.3226564311981201
35,0.2190898494720459,0.2190898494720459,0.33252248883247376,0.33252248883247376
36,0.218447247505188,0.218447247505188,0.3370333576202393,0.3370333576202393
37,0.2155981752872467,0.2155981752872467,0.33798314213752745,0.33798314213752745
38,0.2153695306777954,0.2153695306777954,0.3283395254611969,0.3283395254611969
39,0.21484240770339968,0.21484240770339968,0.33164663434028624,0.33164663434028624
40,0.213526225566864,0.213526225566864,0.32519742369651794,0.32519742369651794
41,0.21238236427307128,0.21238236427307128,0.3272294998168945,0.3272294998168945
42,0.21221024870872496,0.21221024870872496,0.33294663548469544,0.33294663548469544
43,0.2082817227840424,0.2082817227840424,0.33328718423843384,0.33328718423843384
44,0.2099126844406128,0.2099126844406128,0.3264550220966339,0.3264550220966339
45,0.20793362760543824,0.20793362760543824,0.3260013329982758,0.3260013329982758
46,0.2075088746547699,0.2075088746547699,0.32699663639068605,0.32699663639068605
47,0.20668885207176207,0.20668885207176207,0.3205419659614563,0.3205419659614563
48,0.20680398201942446,0.20680398201942446,0.3261013638973236,0.3261013638973236
49,0.2056205065250397,0.2056205065250397,0.3314355099201202,0.3314355099201202
50,0.20340376591682435,0.20340376591682435,0.3250082588195801,0.3250082588195801
51,0.20340665578842165,0.20340665578842165,0.3333157539367676,0.3333157539367676
52,0.20119559693336486,0.20119559693336486,0.32091578722000125,0.32091578722000125
53,0.2018836624622345,0.2018836624622345,0.32005697369575503,0.32005697369575503
54,0.2011546967029572,0.2011546967029572,0.3222414004802704,0.3222414004802704
55,0.2009151244163513,0.2009151244163513,0.3237338733673096,0.3237338733673096
56,0.19875039839744568,0.19875039839744568,0.3246490478515625,0.3246490478515625
57,0.1994216585159302,0.1994216585159302,0.3276963138580322,0.3276963138580322
58,0.1993509364128113,0.1993509364128113,0.32245195388793946,0.32245195388793946
59,0.19742144680023194,0.19742144680023194,0.3217899346351624,0.3217899346351624
60,0.19710260319709774,0.19710260319709774,0.3282857203483582,0.3282857203483582
61,0.19711909317970275,0.19711909317970275,0.3264548313617706,0.3264548313617706
62,0.1968281400203705,0.1968281400203705,0.3283675169944763,0.3283675169944763
63,0.1944285516738892,0.1944285516738892,0.32341492772102354,0.32341492772102354
64,0.19375395703315731,0.19375395703315731,0.32556592583656313,0.32556592583656313
65,0.19385837960243224,0.19385837960243224,0.3229079246520996,0.3229079246520996
66,0.192229914188385,0.192229914188385,0.32671423196792604,0.32671423196792604
67,0.1925029788017273,0.1925029788017273,0.3311057281494141,0.3311057281494141
68,0.1925356957912445,0.1925356957912445,0.3202097237110138,0.3202097237110138
69,0.19124169850349426,0.19124169850349426,0.3233818018436432,0.3233818018436432
70,0.19071580958366394,0.19071580958366394,0.3291750407218933,0.3291750407218933
71,0.1897052309513092,0.1897052309513092,0.3104934859275818,0.3104934859275818
72,0.1892724523544312,0.1892724523544312,0.3121235644817352,0.3121235644817352
73,0.18829416704177854,0.18829416704177854,0.3174376940727234,0.3174376940727234
74,0.18986840200424196,0.18986840200424196,0.3129115724563599,0.3129115724563599
75,0.18941262412071228,0.18941262412071228,0.31797924399375915,0.31797924399375915
76,0.18839632058143616,0.18839632058143616,0.3213296496868134,0.3213296496868134
77,0.18767254948616027,0.18767254948616027,0.31416187167167664,0.31416187167167664
78,0.1860479700565338,0.1860479700565338,0.3127153778076172,0.3127153778076172
79,0.18664528179168705,0.18664528179168705,0.32423604726791383,0.32423604726791383
80,0.1862169749736786,0.1862169749736786,0.3165299594402313,0.3165299594402313
81,0.1851837408542633,0.1851837408542633,0.31881037950515745,0.31881037950515745
82,0.1843570022583008,0.1843570022583008,0.3145536637306213,0.3145536637306213
83,0.18394713854789732,0.18394713854789732,0.3164432382583618,0.3164432382583618
84,0.183705512046814,0.183705512046814,0.313532372713089,0.313532372713089
85,0.1829983439445496,0.1829983439445496,0.31970308423042304,0.31970308423042304
86,0.18343653273582455,0.18343653273582455,0.3168558132648468,0.3168558132648468
87,0.18292842173576354,0.18292842173576354,0.31590291261672976,0.31590291261672976
88,0.18129113745689396,0.18129113745689396,0.3165082848072052,0.3165082848072052
89,0.1830262005329132,0.1830262005329132,0.316115984916687,0.316115984916687
90,0.1806533534526825,0.1806533534526825,0.3200423145294189,0.3200423145294189
91,0.18094189953804016,0.18094189953804016,0.31142691493034363,0.31142691493034363
92,0.1817156512737274,0.1817156512737274,0.31713357210159304,0.31713357210159304
93,0.180500643491745,0.180500643491745,0.31687590599060056,0.31687590599060056
94,0.18122945976257324,0.18122945976257324,0.3099798607826233,0.3099798607826233
95,0.18130158758163453,0.18130158758163453,0.3146401762962341,0.3146401762962341
96,0.1793571379184723,0.1793571379184723,0.3100442218780517,0.3100442218780517
97,0.17967835307121274,0.17967835307121274,0.3156130516529083,0.3156130516529083
98,0.17894484210014344,0.17894484210014344,0.31499656319618224,0.31499656319618224
99,0.17780381751060487,0.17780381751060487,0.3194113552570343,0.3194113552570343
100,0.17730864787101747,0.17730864787101747,0.3209660184383392,0.3209660184383392
