epoch,train_vector_2d,train_vector_3d,train_total,val_vector_2d,val_vector_3d,val_total
18,0.0049844623440876605,0.042071352168917664,0.09191597589850424,0.004406842100434005,0.04056738168001175,0.08463580340147019
19,0.004835656968876719,0.04105679278075696,0.08941336253285408,0.004343372345902026,0.03940741021186114,0.0828411328792572
20,0.004715049675665796,0.04055471390485763,0.08770521065592765,0.0042371659213677046,0.04119846619665623,0.08357012540102005
21,0.004658767765387893,0.03967203282564878,0.0862597106397152,0.00410286631435156,0.039588818550109865,0.08061748191714288
22,0.004509615536779165,0.0385358704328537,0.08363202583789825,0.004158920571207999,0.038064570315182206,0.07965377554297448
23,0.0043703327383846045,0.03796090789139271,0.08166423539817333,0.0038817725656554096,0.03665026549249888,0.0754679910838604
24,0.0043329656310379504,0.03748303565382957,0.08081269200146199,0.003944283239543438,0.03758908480405807,0.07703191697597504
25,0.004219567555934191,0.03715179745852947,0.07934747320413589,0.0037761909002438187,0.0361729734390974,0.07393488243222236
26,0.004186676169745624,0.03674312231689692,0.07860988393425941,0.003851726511493325,0.03658514872193337,0.0751024141907692
27,0.004061955421231688,0.03564958636462688,0.07626914070546628,0.003787963599897921,0.03580778308212757,0.07368741944432257
28,0.004034909050911665,0.03562775847315788,0.07597684901952742,0.003618193352594972,0.03445064216852188,0.07063257604837417
29,0.003999650724232197,0.0351304926648736,0.07512699985504151,0.003583016148768365,0.034142997413873666,0.06997315898537636
30,0.0038838006192818283,0.034061488069593915,0.07289949415624143,0.003517551878467202,0.033850020989775666,0.06902554020285606
31,0.0038103394852951173,0.03404387117177248,0.0721472660601139,0.003523194319568574,0.033883452415466316,0.06911539554595947
32,0.0037586591988801954,0.033517481304705145,0.07110407333075999,0.003478539730422199,0.034177110008895395,0.06896250754594803
33,0.0036808713190257547,0.03326194678992033,0.07007065957784653,0.003365801088511944,0.033552055694162836,0.06721006602048872
34,0.0036591747831553217,0.033049567416310315,0.06964131535589695,0.0032776061166077852,0.032239640243351464,0.06501570008695126
35,0.0035835746051743633,0.032386148922145364,0.06822189481556415,0.0033981767157092693,0.03238040119409561,0.06636216893792153
36,0.003650297726504505,0.0325366624891758,0.06903963965177536,0.0032187152514234186,0.031883494071662424,0.06407064594328403
37,0.0035344880083575843,0.032086345747113235,0.06743122591078281,0.0033490731846541172,0.032504857927560804,0.06599559038877488
38,0.00352578800264746,0.031909935288131235,0.06716781531274317,0.0032191658625379204,0.031178836338222025,0.06337049454450608
39,0.003422516987659037,0.031468122251331804,0.06569329209625721,0.003165536853484809,0.031110618412494663,0.06276598684489727
40,0.003413392260670662,0.03130990242213011,0.06544382509589196,0.0032381285401061177,0.031536443382501604,0.06391772828996181
41,0.0034063224215060478,0.03073331175744533,0.06479653607308865,0.0031849006470292805,0.03075772691518068,0.06260673359036445
42,0.003380916867405176,0.03079185491800308,0.06460102397203446,0.0029960191110149025,0.030263094082474712,0.06022328570485115
43,0.003317437755875289,0.030355704583227637,0.06353008207678795,0.0030736922658979892,0.030452309958636764,0.06118923291563987
44,0.003264395199716091,0.030364249341189864,0.06300820130109787,0.003048593024723232,0.030623496733605864,0.06110942676663399
45,0.0032730845054611568,0.030233995378017426,0.06296484053134918,0.002923560552299023,0.029645384401082994,0.058880989775061614
46,0.0031784529415890576,0.029281910978257657,0.061066440418362615,0.002918805801309645,0.02933428019285202,0.058522338196635236
47,0.0031497002169489858,0.029241264551877973,0.06073826675117016,0.0029174065543338657,0.029605095162987705,0.0587791609019041
48,0.0031493082540109754,0.029540300719439982,0.06103338338434696,0.0028975645545870066,0.029103350155055524,0.058078995645046226
49,0.003148484552279115,0.029225992910563943,0.060710838511586186,0.002838217401877045,0.0284915703907609,0.05687374383211136
50,0.0031303645689040424,0.029231133602559568,0.06053477914631367,0.0028633822151459755,0.02923669096082449,0.05787051290273666
51,0.00305455965269357,0.028923192329704764,0.059468788877129565,0.002834158870391548,0.02954091660678387,0.057882505357265475
52,0.0029959249878302213,0.02839540372788906,0.058354653567075726,0.002880018372088671,0.029431274496018886,0.05823145836591721
53,0.002999705425463617,0.02858810053020716,0.058585154771804815,0.002836088822223246,0.029010632522404194,0.05737152062356472
54,0.002977170828729868,0.02827933499217033,0.05805104330182075,0.002907063770107925,0.028631533049046993,0.057702170759439474
55,0.002977744488976896,0.028118965536355973,0.057896410420537,0.0027761321957223122,0.02794412821531296,0.055705450251698485
56,0.0030252537140622736,0.028477302618324755,0.05872983950376511,0.002671338263899088,0.02725667644292116,0.05397005908191204
57,0.002972360881045461,0.02815530705451965,0.057878915771842,0.002759247894864529,0.029000845849514012,0.05659332469105721
58,0.0028815611070021987,0.02748925775289536,0.056304868698120125,0.0026805317215621467,0.028162581995129582,0.05496789917349816
59,0.0028898640172556047,0.02763673298805952,0.056535373091697684,0.0026520359120331704,0.02796778079122305,0.054488140270113936
60,0.0028625109656713905,0.027324449956417085,0.05594955968856812,0.0026204691268503664,0.02673978224396705,0.05294447384774685
61,0.0028248283956199887,0.02700123156607151,0.05524951539933681,0.0027506375894881785,0.02736499350517988,0.05487136974930763
62,0.002873272411525249,0.02782196245342493,0.05655468663573265,0.0027296270104125143,0.027673953510820862,0.054970223531126974
63,0.002816593173891306,0.0272303080111742,0.05539623975753785,0.0026489624637179078,0.02702840015292168,0.05351802483201027
64,0.0027893084166571496,0.027183293648064138,0.0550763778090477,0.0026801918633282185,0.02696685057133436,0.053768768906593316
65,0.0027891367501579225,0.027231427028775214,0.0551227946728468,0.0027013253676705057,0.02783278033137321,0.0548460341989994
66,0.0027841028412804013,0.026623162060976032,0.05446419058740139,0.002627236992120743,0.027651915922760964,0.053924285545945166
67,0.002736047620419413,0.0266539948284626,0.05401447100937366,0.0025534828612580893,0.0258029754459858,0.051337803676724435
68,0.002733210085891187,0.02658667340874672,0.05391877426207065,0.002610038476996124,0.026495186910033226,0.0525955718010664
69,0.002672488152980805,0.026053946144878864,0.052778827637434016,0.0026621160563081504,0.02647161781787872,0.053092778176069264
70,0.002721628137864173,0.026335556052625175,0.053551837414503096,0.002503952453844249,0.025907645486295226,0.05094717010855675
71,0.002689991982188076,0.026177163153886795,0.053077082961797716,0.0025803393544629213,0.026108739748597145,0.051912132874131205
72,0.0026330524645745753,0.025696861900389195,0.052027386456727984,0.0024682028009556235,0.026242384240031242,0.05092441238462925
73,0.002660320466384292,0.026118228107690808,0.05272143298387527,0.0023945760959759354,0.025558262802660464,0.04950402393937111
74,0.0026850459687411785,0.02598657324910164,0.052837033018469814,0.002534057637676597,0.026837612800300118,0.052178189381957056
75,0.002630904152523726,0.025868803672492502,0.05217784525454045,0.002475764236878604,0.026203377656638625,0.05096101999282837
76,0.0026646137312054635,0.025798485308885573,0.0524446224719286,0.0024366947286762297,0.025640983134508133,0.05000793009996414
77,0.0026388917709700764,0.025686263777315612,0.05207518145442009,0.0023065480403602124,0.025726805068552492,0.048792285323142996
78,0.0025576222497038547,0.025298266358673573,0.050874488845467566,0.00235531498445198,0.0247526204586029,0.04830577090382576
79,0.002526082349475473,0.02499485301226377,0.05025567658245564,0.0024101577140390874,0.025782241076231,0.04988381840288639
80,0.002557149390690029,0.024989616684615613,0.05056111043691635,0.002404914300423116,0.025610469691455362,0.04965961314737797
81,0.002580383691005409,0.025241828106343747,0.05104566507041455,0.0024273117864504453,0.02571195498108864,0.04998507291078568
82,0.002479797634761781,0.02489657536894083,0.04969455175101757,0.002513199814129621,0.025833653956651687,0.050965652018785466
83,0.0025133791752159594,0.02485582812875509,0.04998961992561817,0.00235878650797531,0.02475451249629259,0.04834237724542618
84,0.002496148781385273,0.024535547725856303,0.049497035607695576,0.002390117417089641,0.024740780852735043,0.04864195495843887
85,0.0024508321075700228,0.024402721382677555,0.04891104228794575,0.002396285792347044,0.024946545735001564,0.04890940353274345
86,0.0024487478826195003,0.02441846866160631,0.048905947521328916,0.002390108413528651,0.025684447847306727,0.04958553202450276
87,0.002447907133493573,0.0242252965644002,0.04870436790585518,0.002261365812737495,0.02452709697186947,0.0471407550573349
88,0.002503905460238457,0.02468413705378771,0.049723191559314726,0.002313080623280257,0.024562378264963627,0.04769318468868732
89,0.002397782447282225,0.02417883008718491,0.04815665447711945,0.0023854183428920804,0.024829026125371457,0.04868320949375629
90,0.0024172259103506805,0.02433730912953615,0.04850956827402115,0.002371397933457047,0.024661573767662048,0.04837555304169655
91,0.0024076726390048864,0.024134126394987108,0.04821085280179977,0.0023258174187503755,0.024813775084912774,0.048071949034929284
92,0.002426702663302421,0.024128713890910147,0.048395740583539015,0.002210642092395574,0.024100582525134088,0.04620700351893902
93,0.0023822355014272035,0.02407414834201336,0.04789650325477123,0.0022992948722094296,0.024550694674253463,0.047543643191456784
94,0.002390658195130527,0.023915846601128582,0.047822428643703466,0.0022067631827667354,0.023957306705415248,0.046024938523769376
95,0.002339287581853569,0.023748417973518367,0.04714129385352135,0.0022416310152038933,0.02503224302083254,0.04744855344295502
96,0.0023174363686703147,0.023806079983711242,0.04698044365644455,0.0023567362385801967,0.02430790826678276,0.047875270545482636
97,0.0023512829127721488,0.02354993996024132,0.04706276911497116,0.0022501099412329494,0.024354893304407595,0.046855992898345
98,0.002349647080525756,0.023533931277692318,0.04703040197491646,0.0022432722919620575,0.02405291579663753,0.04648563832044601
99,0.00231189670227468,0.02326703944802284,0.04638600647449494,0.002228906366508454,0.02408158540725708,0.04637064926326275
100,0.0023167799185030164,0.023295717507600785,0.04646351659297943,0.0022845711326226594,0.02417474985122681,0.047020461261272434
101,0.0023158657704479987,0.023552211545407768,0.04671086913347245,0.002285655799787492,0.02430917464196682,0.04716573230922222
102,0.002319080294109881,0.023509917840361598,0.04670072095096111,0.002282140296883881,0.024788790568709373,0.047610193118453034
103,0.002303274361416697,0.02315508262068033,0.046187826186418535,0.002248194529674948,0.02431830149143934,0.04680024668574333
104,0.002321447758004069,0.023323401361703872,0.04653787897527218,0.0022158690239302815,0.023819620832800863,0.04597831077873707
105,0.002312266605906189,0.02319861407577992,0.046321280106902125,0.002195225639734417,0.023526844903826716,0.045479101315140734
106,0.0023044335353188217,0.023061651669442653,0.04610598701238632,0.0022003146866336463,0.024108689613640308,0.04611183643341064
107,0.002236737030558288,0.022845511719584464,0.04521288213133812,0.002257574463728816,0.02389424782246351,0.0464699923992157
108,0.0023126339367590845,0.02315533651411533,0.04628167578577996,0.002155129946768284,0.02355377271771431,0.045105072185397145
109,0.002274674764368683,0.022839083455502986,0.04558583100140095,0.002171170604415238,0.02403417680412531,0.04574588246643544
110,0.002226897822692991,0.02263781004399061,0.044906788229942325,0.0021944692102260892,0.0234510038420558,0.04539569586515427
111,0.0022844808138906955,0.022953379936516284,0.04579818804562092,0.0021381980809383094,0.02343837793916464,0.044820358604192735
112,0.0022154132132418455,0.022535191230475902,0.0446893232613802,0.0021252323663793504,0.022986279018223286,0.04423860259354115
113,0.002185421220958233,0.0223926530778408,0.04424686528742314,0.0021610191394574943,0.02326287996023893,0.04487307101488113
114,0.0022449418236501514,0.02260155686736107,0.04505097523331642,0.0021514761936850847,0.023138441778719425,0.044653203859925265
115,0.002252594259567559,0.022667343594133853,0.045193286374211314,0.0021604104479774834,0.023145506493747237,0.044749611243605616
116,0.0022442355547100308,0.022798859558999542,0.045241215124726286,0.00213250512490049,0.023092488870024682,0.044417540207505234
117,0.0021684829886071378,0.022113362684845924,0.04379819248616696,0.0021014616754837334,0.022801966108381748,0.04381658278405667
118,0.0021615494643338023,0.02240354918688536,0.04401904381811619,0.0020679739792831236,0.02339889578521252,0.04407863564789295
119,0.0021756480899639426,0.022300839349627496,0.04405732022225857,0.0021134385839104647,0.022845036126673227,0.04397942177951336
120,0.0021590306060388685,0.02236293003708124,0.04395323622226715,0.0021240885998122395,0.023636988177895547,0.04487787425518036
121,0.002179679573979229,0.022421097956597802,0.04421789364516735,0.0020675800950266427,0.022836843430995943,0.043512644171714784
122,0.002147865691687912,0.022275587871670725,0.04375424462556839,0.0020756748761050405,0.02247770834714174,0.04323445700109005
123,0.0021373529937118293,0.022229711830616002,0.043603241771459585,0.0021524710208177572,0.02333418671041727,0.04485889710485935
124,0.0021295665446668865,0.021899715028703214,0.04319538040459156,0.0020221511088311674,0.02230559255927801,0.04252710349857807
125,0.0021142433071509,0.02188792197406292,0.04303035506606102,0.002118223076686263,0.022556393593549728,0.043738624304533014
126,0.002120738634839654,0.021916244275867938,0.04312363059818745,0.0020440806169062854,0.022645437419414518,0.04308624394237995
127,0.002089365368243307,0.02171879468858242,0.042612448267638686,0.0020303713670000428,0.02306279733777046,0.0433665107935667
128,0.0021063941568136217,0.021749460257589816,0.04281340186297893,0.0020728057157248262,0.02243343498557806,0.04316149234771729
129,0.002094916624482721,0.021742073267698288,0.0426912395209074,0.001942841347772628,0.021738449558615685,0.04116686291992664
130,0.0021291578882373873,0.02170378071069717,0.042995359539985664,0.0020315272104926407,0.022092478461563588,0.04240775063633919
131,0.0021024260427802803,0.021604912541806697,0.04262917297333479,0.0020151200122199954,0.022322459407150747,0.04247365951538086
132,0.0020852862987667323,0.02158936608582735,0.04244222901761532,0.0020906398980878294,0.02257583547383547,0.043482234552502635
133,0.0020827996665611858,0.02144119646400213,0.042269193150103086,0.0021005918178707357,0.022789328545331958,0.04379524685442448
134,0.0020482377791777254,0.02131112864613533,0.04179350645840168,0.0020486012380570174,0.0229652551189065,0.04345126762986183
135,0.0020900139240548014,0.02146504546329379,0.0423651846498251,0.002010102490894497,0.022092628218233587,0.04219365328550339
136,0.002067140074446797,0.021447430588305,0.042118831500411034,0.002004402370657772,0.02219399802386761,0.04223802208900452
137,0.0021252132025547325,0.021626997228711843,0.042879129223525526,0.0020700127049349247,0.022262013554573055,0.042962140440940856
138,0.002071098905522376,0.02171516319364309,0.042426152259111415,0.0020105012599378825,0.022469999343156813,0.042575011886656286
139,0.0020392455505207183,0.021492912381887438,0.04188536783307791,0.0020570334745571017,0.021845604851841928,0.04241593949496746
140,0.0020607714913785462,0.021410519003868103,0.042018233925104134,0.0020011550444178285,0.022361803576350214,0.04237335421144962
141,0.0020802823500707746,0.021362544007599352,0.042165367454290385,0.0019234901713207364,0.02231117198243737,0.04154607355594635
142,0.0020489695128053428,0.0212382370531559,0.04172793200612068,0.0019567995378747577,0.02163340289145708,0.04120139826089144
143,0.0020075274105183782,0.021251427061855798,0.0413267011269927,0.002041802515741437,0.022107397690415385,0.04252542309463024
144,0.0019858593037351967,0.021028088256716728,0.040886681206524375,0.002018059683032334,0.0222997772321105,0.04248037368059159
145,0.002037760197650641,0.02099153091013432,0.04136913284659385,0.0019858362642116846,0.02193066470324993,0.041789027228951454
146,0.0019865858214907347,0.02084684706479311,0.040712705373764035,0.002083524165209383,0.02213965263217688,0.04297489397227764
147,0.001991802640724927,0.020813188910484316,0.040731215253472335,0.0019563817931339145,0.02185174267739057,0.04141556058079005
148,0.0019990544663742184,0.02083887905627489,0.040829423621296886,0.001961562396027148,0.021245360746979712,0.04086098462343216
149,0.001965329735539853,0.02068089634180069,0.04033419385552407,0.0020050183590501545,0.022238478660583497,0.04228866219520569
150,0.0020037926607765263,0.02085132060199976,0.04088924722373485,0.001976480958983302,0.02204873148351908,0.04181354127824306
151,0.0019795284387655555,0.020722013905644415,0.04051729831099511,0.0019843916245736184,0.020891778282821183,0.04073569431900978
152,0.0019889791877940296,0.02080882266908884,0.04069861454516649,0.001911509993951768,0.0210576831176877,0.04017278309911489
153,0.0020061167776584624,0.021056509144604205,0.04111767689883709,0.0021192707354202867,0.02172068879008293,0.04291339620947838
154,0.0019678379837423567,0.020542572878301142,0.04022095277905464,0.0019325830717571077,0.021539110429584982,0.04086494140326977
155,0.0019663179628551007,0.020706385809928174,0.04036956565082074,0.001933926132041961,0.021558965630829333,0.04089822683483362
156,0.0019563437127508225,0.02064063385874033,0.040204071052372455,0.0019794403878040613,0.021085446625947957,0.04087985038757324
157,0.001975653173867613,0.020678314968943595,0.04043484658747912,0.001972008454613388,0.02145794287323952,0.04117802731692791
158,0.0019460912286303933,0.020639452606439592,0.04010036475211382,0.0019176621385850008,0.021410788223147396,0.04058740966022015
159,0.0019434052705764769,0.02053927636891604,0.039973328977823255,0.0019372554263100026,0.02170275676995516,0.04107531115412712
160,0.0019372509471140805,0.020337026976048948,0.039709536530077465,0.0019272118527442214,0.021437246724963187,0.04070936538279057
161,0.0019102335823699835,0.020261532042175533,0.039363867931067935,0.0019570200215093788,0.021870884224772454,0.04144108418375254
162,0.0019111319305375215,0.02030761735141277,0.03941893664002419,0.0019034743309021,0.02141728959977627,0.040452032610774034
163,0.0019125165455043315,0.020287363845855,0.039412529237568376,0.0018943721591494977,0.021235422007739545,0.04017914339900017
164,0.0019380679605528715,0.02041759185865521,0.03979827143251896,0.0019279967923648653,0.0214962425455451,0.04077621012926102
165,0.0019413630054332315,0.020269402790814642,0.03968303276598453,0.0019265394774265587,0.02091562367975712,0.04018101818859577
166,0.0018931247037835422,0.02027944113686681,0.03921068815141916,0.002041309750638902,0.02180851437151432,0.04222161166369915
167,0.0019349840311333535,0.02026299088448286,0.03961283116042614,0.0019332689279690388,0.020909811034798626,0.040242500603199005
168,0.0019193881726823746,0.0199763300344348,0.039170211873948584,0.0019102064985781911,0.021016480959951882,0.04011854600161314
169,0.0018856735345907508,0.02006245744973421,0.038919192783534534,0.0018520090961828828,0.020850308090448383,0.03937039911746978
170,0.0019063061908818784,0.020002974290400745,0.03906603632867337,0.0018585226684808727,0.021430433094501496,0.04001565970480442
171,0.0018591233845800161,0.01988178583979606,0.03847301955521107,0.0018690110300667586,0.020857151709496976,0.03954726200550795
172,0.0018530752388760448,0.020069878205657005,0.03860063061118126,0.0018647050578147171,0.021163613311946397,0.0398106636106968
173,0.0018617149321362371,0.019769802778959275,0.0383869520649314,0.0018155149556696414,0.02055487535893917,0.038710024915635584
174,0.0018627870404161512,0.01970667889341712,0.038334549322724336,0.001877945766318589,0.020883885510265827,0.0396633429825306
175,0.0018765799589455128,0.02018696516752243,0.0389527647420764,0.001842491873539984,0.020539532713592053,0.03896445155143738
176,0.0018625903525389727,0.01970526035130024,0.03833116398006678,0.0017972190282307566,0.02061300087720156,0.03858519077301025
177,0.001837782378308475,0.01972167688608169,0.038099500752985474,0.0018928058980964126,0.020753024071455003,0.039681083112955096
178,0.001837266297545284,0.01980746628716588,0.038180129364132884,0.0017999856313690547,0.020663128420710563,0.03866298478096723
179,0.001845668393187225,0.01950613762438297,0.03796282176673412,0.0018243031925521788,0.02073083877563477,0.03897387094795704
180,0.0018455814011394977,0.019725744593888518,0.03818155872821808,0.0018548246310092509,0.02046410940587521,0.039012355953454966
181,0.0018677472388371824,0.019721543457359075,0.03839901594817639,0.0018600300909020007,0.02075028110295534,0.0393505821377039
182,0.0018207577099092305,0.019349122907966376,0.037556700013577936,0.0019121410162188112,0.02061047501862049,0.03973188549280167
183,0.0018197311935946345,0.01950421625375748,0.037701528117060665,0.0017957416037097573,0.02020713623613119,0.038164552301168435
184,0.001818524138536304,0.019399321671575303,0.03758456328511238,0.0018268538801930845,0.020260200314223768,0.038528739288449285
185,0.0017958904895931484,0.01934063607826829,0.03729954095184803,0.0017946874280460176,0.020408571623265745,0.0383554457500577
186,0.0018224369902163746,0.01943960863724351,0.03766397860646248,0.0018549830280244351,0.020103064626455308,0.038652894496917715
187,0.0018135998388752344,0.019361482955515385,0.037497481159865856,0.0018157154624350372,0.02049029842019081,0.03864745307713747
188,0.0018217403097078202,0.019438835147768257,0.03765623830258846,0.001873932748567313,0.02060894846916199,0.039348275661468514
189,0.0018416438228450718,0.01941643098369241,0.03783286923915148,0.001757455770857632,0.0196181326918304,0.03719269067049027
190,0.0017919716322794554,0.01926506694033742,0.03718478338420391,0.0017726379027590156,0.020153149217367168,0.03787952840328217
191,0.0018074889616109429,0.019330010648816825,0.037404900394380096,0.0017541922419331967,0.019859158359467985,0.037401080690324315
192,0.0017747596576809888,0.019299963861703868,0.037047560252249236,0.0018532895762473343,0.020282082334160803,0.038814978003501886
193,0.0017972913072444496,0.01925757930055261,0.03723049239069223,0.0018561674002557996,0.02007086168974638,0.03863253600895405
194,0.0017860326534137128,0.01930987775325775,0.03717020421475172,0.0018366285436786712,0.01996262963861227,0.03832891538739205
195,0.0018154051201418038,0.019063315603882074,0.03721736666560173,0.00182708433829248,0.01998148415237665,0.03825232781469822
196,0.0017958434545435012,0.01914679327607155,0.037105227850377565,0.0018466038396582009,0.020084544606506827,0.038550582751631736
197,0.0017868093126453461,0.0189796124920249,0.03684770551323889,0.001809359600301832,0.020082520339637998,0.038176116533577435
198,0.0017741096620447934,0.019079482536762952,0.03682057919353247,0.0018242406798526644,0.020759492442011838,0.039001899100840086
199,0.0018028070563450454,0.018966671697795392,0.036994742214679716,0.0017322075087577106,0.01955224175006151,0.03687431685626507
200,0.0017719828938134016,0.01907854896038771,0.03679837778955698,0.0017935387161560356,0.01995253384113312,0.037887921296060084
201,0.0017591263023205102,0.01897175422310829,0.03656301737576723,0.0018252219236455855,0.01996629735454917,0.038218516670167436
202,0.0017524613277055325,0.018898958217352633,0.036423571571707725,0.001807085874024779,0.019739462472498415,0.037810320667922497
203,0.0017433945913799106,0.01888069618120789,0.03631464219838381,0.0017305602552369235,0.019336176309734585,0.03664177890866995
204,0.0017570797344669698,0.018835086673498157,0.036405883915722366,0.0018188887415453792,0.019822605922818183,0.03801149360835552
205,0.0017358118519186973,0.019023883886635302,0.036382002271711816,0.001823230616282672,0.019617532398551702,0.03784983862191439
206,0.0017267748713493346,0.01864204805716872,0.035909796781837935,0.0017597055411897602,0.019912944212555884,0.03750999953597784
207,0.00176332474546507,0.018696503084152938,0.03632975053787232,0.0017219694214873015,0.02001511137932539,0.037234805412590506
208,0.001751908664125949,0.018883490905165667,0.036402577556669716,0.0016475025517866016,0.01880816537886858,0.03528319098055363
209,0.0017495402642525733,0.018680919408798215,0.03617632210999727,0.0017440099804662168,0.019411630704998968,0.03685173068195582
210,0.00172488298593089,0.01867993592098355,0.03592876589298248,0.001750951234716922,0.019654731657356025,0.0371642442420125
211,0.0017393770976923404,0.018658187437802558,0.036051958456635474,0.0016927810665220025,0.019080346971750255,0.03600815754383802
212,0.0017264416716061533,0.018670048557221892,0.03593446512520313,0.0018101761210709809,0.01998513612896204,0.03808689713478088
213,0.001732777262106538,0.018730145677924158,0.036057918302714834,0.001844655256718397,0.02044448642060161,0.038891039043664935
214,0.0017367215375415981,0.018597642995417118,0.035964858382940286,0.0017083607520908114,0.01988691955804825,0.036970527172088624
215,0.0017740465058013798,0.0187152258977294,0.036455690860748284,0.0017837044992484153,0.02012291416525841,0.0379599591717124
216,0.0017262647319585087,0.018512193482369186,0.03577484068274498,0.001650395190808922,0.019081130977720018,0.03558508276939392
217,0.0017134824213571847,0.018625883650034668,0.035760707817971714,0.0017001900938339528,0.01919720523059368,0.0361991062015295
218,0.0017346228947862983,0.018576302845031024,0.035922531783580784,0.001671427059918642,0.01930935859680176,0.03602362927049398
219,0.001706761356908828,0.01831991297751665,0.035387526519596584,0.0017181010078638793,0.020505639091134068,0.03768664922565222
220,0.0017230066140182315,0.01837050659582019,0.03560057280957698,0.0017488539055921138,0.01971441362053156,0.03720295272767544
221,0.0017246555862948296,0.018345427904278042,0.035591983787715435,0.0017389110405929384,0.019425473604351283,0.036814583986997614
222,0.0017060541221871972,0.01817030218243599,0.03523084340244532,0.001603003868367523,0.019239871688187124,0.03526991065591574
223,0.001681111850310117,0.0181529004573822,0.03496401906758547,0.0017132888454943894,0.0190861701965332,0.03621905881911516
224,0.0017115765537600964,0.018423540093004703,0.03553930561989546,0.0017217489634640515,0.019433895889669657,0.03665138568729162
225,0.0017170624937862158,0.01823473047092557,0.03540535532683134,0.0016415437241084874,0.018833263274282214,0.03524870038032532
226,0.0017059144130907953,0.01838428531587124,0.03544342957437038,0.0017497297748923302,0.01946036446839571,0.0369576620683074
227,0.0017061681626364589,0.018345935225486755,0.03540761681646109,0.0017098557227291167,0.019429259933531284,0.03652781713753939
228,0.0016919992719776928,0.01833706753700972,0.035257060326635836,0.0016654135333374145,0.019425124302506445,0.03607925973832607
229,0.0016486847358755767,0.017986000921577216,0.03447284843027592,0.0017307538446038964,0.01917779481038451,0.036485333479940894
230,0.001677231545560062,0.0182659534662962,0.035038268961012364,0.0017116757668554786,0.018814317509531976,0.03593107517808676
231,0.0016541860522702337,0.01804636862501502,0.034588229201734065,0.0017375244130380452,0.01904526447877288,0.03642050858587026
232,0.0016753641958348452,0.01818671987205744,0.034940361849963665,0.00174162256764248,0.019402253963053225,0.03681847982108593
233,0.0016838766359724105,0.01817748548090458,0.03501625180989504,0.0017115978407673538,0.019481614306569098,0.03659759271889925
234,0.001690067456336692,0.018232670344412328,0.03513334493339062,0.001757061576936394,0.019672325626015664,0.03724294155836105
235,0.0016585893630981445,0.01803197772055864,0.034617871530354026,0.0016911278548650446,0.0188027223944664,0.035714000836014746
236,0.0016635516984388231,0.01823241999000311,0.034867937110364434,0.001711777625605464,0.01947876553982496,0.03659654140472412
237,0.0016423861179500818,0.017915353316813706,0.03433921440690756,0.0016868676315061747,0.01893248427659273,0.03580116044729948
238,0.0016655554156750439,0.018149487279355527,0.034805041432380675,0.0016880431189201773,0.018925878275185826,0.035806309804320334
239,0.0016402901485562324,0.017991252444684504,0.03439415403455496,0.0017010224587284027,0.01959467004984617,0.03660489480942488
240,0.0016484842230565847,0.01805790857225657,0.03454275072365999,0.001647284294012934,0.01918048763647676,0.03565333060920239
241,0.0016811299370601772,0.018018135599792002,0.034829435095191,0.0017011372884735464,0.01939364526420832,0.03640501786023378
242,0.0016553175910376011,0.01812443089857697,0.03467760662734508,0.0016503855166956785,0.01911231137812137,0.03561616644263268
243,0.0016486500748433173,0.01797880481928587,0.034465305604040625,0.0016195975546725095,0.018984942249953743,0.035180917754769316
